assunto|ementa
TEORIA DA IMPREVISÃO OU ONEROSIDADE EXCESSIVA|" APELAÇAO. AÇÃO CIVIL PÚBLICA VISANDO A SUSPENSÃO DOS EFEITOS DO DECRETO MUNICIPAL 27394/06, AUTORIZADOR DE REAJUSTE DAS TARIFAS DE ÔNIBUS NO ANO DE 2006. PERSEGUE O PARQUET A APLICAÇÃO DO IGPM E RESPEITO A PERIODICIDADE DE 12 MESES. 1. REGIME DO CONTRATO (PERMISSÃO) VIGÊNTE À ÉPOCA DO DECRETO MUNICIPAL N. 27394/06, DIVERSO DOS PACTOS FIRMADOS ATUALMENTE (CONCESSÃO), EIS QUE FIRMADOS APOS A MUDANÇA DE REGIME OCORRIDA EM 2010, QUANDO DA OBSERVÂNCIA AOS DITAMES DA LEI DE LICITAÇÕES. 2. COMPENSAÇÃO FINANCEIRA DIRETA (INDENIZAÇÃO) AOS PERMISSIONÁRIOS, AFASTADA PELO STJ, NÃO VEDADA, CONTUDO, A NECESSÁRIA REVISÃO DA TARIFA PARA A SUBSISTÊNCIA DO PRÓPRIO SERVIÇO. 3. A OBRIGAÇÃO DE PRESTAR O SERVIÇO PÚBLICO À POPULAÇÃO É DO PODER CONCERNENTE QUE ADMINISTRA OS IMPOSTOS, NÃO PODENDO TRANSFERIR AO PERMISSIONÁRIO O CUSTEIO DO SERVIÇO SEM A DEVIDA CONTRAPRESTAÇÃO E ESSA CONTRAPRESTAÇÃO SE DÁ POR MEIO DO PAGAMENTO DA TARIFA. 4. O ART. 6º, DA LEI N.º 8.987/95, ESTABELECE QUE TODA CONCESSÃO OU PERMISSÃO PRESSUPÕE A PRESTAÇÃO DE SERVIÇO ADEQUADO AO PLENO ATENDIMENTO DOS USUÁRIOS, DISPONDO SEU § 1º QUE SERVIÇO ADEQUADO É O QUE SATISFAZ AS CONDIÇÕES DE REGULARIDADE, CONTINUIDADE, EFICIÊNCIA, SEGURANÇA, ATUALIDADE, GENERALIDADE, CORTESIA NA SUA PRESTAÇÃO E MODICIDADE DAS TARIFAS. 5. O PRESENTE CASO, NÃO TRATA DE INDENIZAÇÃO AO PERMISSIONÁRIO POR PREJUÍZOS ADVINDOS DE TARIFA DEFICITÁRIA, MAS SIM, DE ADEQUAÇÃO DO VALOR DA TARIFA PARA A MANUTENÇÃO DO PRÓPRIO SERVIÇO. 6. NO CASO, INAPLICÁVEL O IGPM COMO BASE DOS CALCULOS, SENDO AS TARIFAS REAJUSTADAS E REVISTAS SEMPRE QUE SE ALTERAR O EQUILÍBRIO ECONÔMICO-FINANCEIRO DO CONTRATO, NOS TERMOS DO ART. 9º, § 2º, E ART. 23, IV DA LEI Nº 8.987/1995). 7. ADEMAIS, A CRIAÇÃO E A ALTERAÇÃO DE QUAISQUER TRIBUTOS OU ENCARGOS LEGAIS (SALVO IMPOSTO DE RENDA) IMPLICARÁ NA REVISÃO DA TARIFA, PARA MAIS OU PARA MENOS, CONFORME O ART. 9º, § 3º DA LEI Nº 8.987/1995). 8. CABIMENTO DA REVISÃO DAS TARIFAS NAS HIPÓTESES CORRESPONDENTES À ÁLEA ADMINISTRATIVA (ALTERAÇÃO UNILATERAL, FATO DO PRÍNCIPE E FATO DA ADMINISTRAÇÃO) E À ÁLEA ECONÔMICA (TEORIA DA IMPREVISÃO). 9. A PERICIA REALIZADA FOI CATEGÓRICA EM ATESTAR A LISURA NAS CONTAS QUE EMBASARAM O AUMENTO DE TARIFA AQUI QUESTIONADO. 10. O LAUDO PERICIAL ATESTA A CAUSA DA MAJORAÇÃO TARIFÁRIA QUE NÃO É APENAS A VARIAÇÃO DA INFLAÇÃO, SENDO O SERVIÇO INTEGRADO POR INSUMOS SUJEITOS À VARIAÇÃO SUPERIOR À INFLAÇÃO, COMO DE CONHECIMENTO ORDINÁRIO. 11. INAPLICABILIDADE DAS RESTRIÇÕES PARA A ALTERAÇÃO UNILATERAL DOS CONTRATOS, PREVISTOS NO ART. 65, I, DA LEI Nº 8.666/93 UMA VEZ QUE O OBJETO DO CONTRATO É, NESTE CASO, A PRESTAÇÃO DE SERVIÇO PÚBLICO, QUE DEVERÁ ESTAR SEMPRE ADEQUADA ÀS NECESSIDADES DITADAS PELO INTERESSE PÚBLICO. 12. O STF JÁ SE PRONUNCIOU QUE ""NA CONCESSÃO DE SERVIÇO PÚBLICO É LÍCITA A MODIFICAÇÃO PELO PODER CONCEDENTE DO FUNCIONAMENTO DO SERVIÇO DESDE QUE FIQUE ASSEGURADO O EQUILÍBRIO DO CONTRATO."" (RDA 95/132). 13. NO CASO DA PERIODICIDADE DO REAJUSTE, VALE DESTACAR A LEI 9.069/1995, QUE EM SEUS § 1 E § 2 AMBOS DO ARTIGO 70, GARANTEM AO PODER EXECUTIVO, REDUZIR O PRAZO DE UM ANO FIXADO NO INCISO II (ANUAL). 14. IN CASU, NÃO SE APLICANDO A LEI DAS LICITAÇÕES À ÉPOCA DO DECRETO DISCUTIDO QUE PASSOU A REGULAR A PRESTAÇAO DO SERVIÇO ATRAVES DA CONCESSÃO SOMENTE EM 2010 E, HAVENDO LEGISLAÇÃO QUE PERMITE A REGULAMENTAÇÃO DA PERIODICIDADE DO AUMENTO DA TARIFA PELA ADMINISTRAÇÃO PÚBLICA, NÃO HÁ QUE SE FALAR EM ILEGALIDADE COMO QUER FAZER CRER O MINISTÉRIO PÚBLICO E A CONSEQUENTE INDENIZAÇÃO, TENDO EM VISTA AUSÊNCIA DE PREJUIZOS À COLETIVIDADE. 15. NÃO FOSSE O CASO, NÃO CABE ALTERAÇÃO DO DECRETO, EIS QUE ATENTA CONTRA A TEORIA DO FATO CONSUMADO E A SEGURANÇA JURIDICA, POSTO QUE HÁ 11 ANOS FOI REVOGADO. 16. RECURSO QUE SE NEGA PROVIMENTO. "
TEORIA DA IMPREVISÃO OU ONEROSIDADE EXCESSIVA| EMBARGOS DE DECLARAÇÃO CONTRA DECISÃO DO RELATOR QUE DEFERIU PARCIALMENTE O EFEITO SUSPENSIVO ATIVO REQUERIDO. Verbete nº 239 da Súmula da Jurisprudência Predominante desta Egrégia Corte de Justiça. Aclaratórios que, nos termos da legislação processual, constituem recurso oponível contra decisão judicial, destinando-se a suprir omissão, bem como a esclarecer o julgado que, por lapso ou modo de redigir, restou obscuro ou contraditório em sua fundamentação ou parte dispositiva e, ainda, a corrigir erros materiais no decisum. Inteligência do art. 1.022, caput, do CPC. Inexistência do vício alegado. Plausibilidade do direito aduzido não demonstrada no tocante à afirmada abusividade relativa à retenção de receitas concernentes ao pacto avençado entre as partes para o pagamento de multas incidentes na respectiva relação contratual, diante da existência de previsão expressa quanto à possibilidade da adoção da conduta impugnada no Decreto nº 2.475/98. Enfrentamento, no âmbito da decisão embargada, de todas as questões aventadas nos Aclaratórios. Nítida intenção de rediscussão dos termos da solução improcedência. CONHECIMENTO E DESPROVIMENTO DOS EMBARGOS DE DECLARAÇÃO. Decisão monocrática - Data de Julgamento: 12/05/2017 
TEORIA DA IMPREVISÃO OU ONEROSIDADE EXCESSIVA| APELAÇÃO. AÇÃO DE COBRANÇA. Inadimplemento de contrato de prestação de serviço. Empresa autora subcontratada para executar obras de engenharia para cumprimento de contrato firmado entre consórcio vencedor de licitação e a Petrobrás. Inadimplemento, por parte do consórcio demandado, cabalmente demonstrado. Descabimento da invocação da exceptio non adimpleti contractus pela devedora, quando ela mesma foi a responsável pela quebra do sinalagma contratual. Inaplicabilidade da teoria da imprevisão ao caso. Invocação da responsabilidade solidária dos integrantes do consórcio que merece acolhimento. Incidência, no caso, do disposto na Lei nº 8.666/93, art. 33, inciso V e Decreto nº 2.745/98. Empresas consorciadas que, na cláusula 2.2 do contrato firmado entre o Consórcio e a Administração Pública, declararam-se, de forma expressa, solidariamente responsáveis por todas as ações praticadas e obrigações assumidas pelo Consórcio ou por qualquer uma delas, seja na fase da Licitação ou decorrente do contrato, estipulação obrigatória nos termos do supracitado dispositivo legal. Obrigações assumidas pelo Consórcio que deverão ser cumpridas por todos, ou seja, pelo próprio ou por qualquer empresa que o integre, em razão da solidariedade existente por força de Lei e do próprio contrato, não se exigindo, entretanto, para o fim de cumprimento de obrigações, que se confundam os seus respectivos patrimônios, ou ainda que recaia a obrigação tão somente em face da empresa líder. O fato de haver legitimidade dos consorciados para figurarem no polo passivo, não obstante a solidariedade das empresas consorciadas, somente autoriza que se demande em face de quaisquer deles (ou de todos), Fixação dos honorários advocatícios com observância do disposto no art. 20, § 3º, do CPC/73. Reforma da sentença que se impõe. PROVIMENTO AO RECURSO INTERPOSTO PELA PARTE AUTORA. RECURSO INTERPOSTO PELAS EMPRESAS DEMANDADAS NÃO PROVIDO. 
TEORIA DA IMPREVISÃO OU ONEROSIDADE EXCESSIVA| AGRAVO DE INSTRUMENTO. ANTECIPAÇÃO DE TUTELA. DEFERIMENTO. REVISÃO CONTRATUAL. ONEROSIDADE EXCESSIVA. Decisão que, pautada na teoria da imprevisão, deferiu a antecipação da tutela para determinar que o réu se abstenha de promover o reembolso, o resgate ou a recuperação de qualquer valor depositado nas contas do Município de Cabo Frio, referente à parcela trimestral dos royalties a ser recebida no dia 10/05/2015. Verossimilhança da alegação exordial (probabilidade do direito), que decorre da notoriedade do desequilíbrio nas finanças do Município-autor em virtude de acontecimento extraordinário e imprevisível (queda da arrecadação com os royalties do petróleo), o que torna crível a alegação de dificuldade no cumprimento da obrigação contratual e de inviabilidade de realização de políticas públicas essenciais, a autorizar o pedido de revisão da cláusula contratual ante a possibilidade de onerosidade excessiva para uma das partes, de modo a ocasionar possível quebra do sinalagma contratual por levar um dos contratantes ao limite do sacrifício. Fato de a Emenda Ibsen Pinheiro - que, em 2009, inaugurou a discussão acerca da nova repartição da distribuição dos royalties - ser anterior aos contratos, que, por si só, não torna previsível o impacto da queda equitativa das na arrecadação, haja vista as inúmeras reviravoltas políticas - que culminaram com a derrubada dos vetos presidenciais e aprovação dos novos critérios apenas em março de 2013 - e as amplamente divulgadas medidas judiciais que vêm sendo adotadas pelos entes da federação prejudicados para tentar reverter o quadro. Além disso, o Município não pretende perpetrar um calote com a chancela do Poder Judiciário, mas, tão somente, rever as condições pactuadas, sob pena de ser privado de numerário suficiente para a cobertura das despesas ordinárias da administração municipal. Como não se trata de pedido de resolução, mas sim de contratual), modificação desnecessário o preenchimento do requisito da extrema vantagem para o outro contratante, previsto para as hipóteses de resolução. Distinção entre os valores oriundos do PEA e aqueles oriundos dos royalties - tese incessantemente ventilada pelo agravante -, que se mostra irrelevante por ser notória a queda do valor do petróleo, fato que afeta ambas as verbas. Receio de dano (ou o perigo de dano ou o risco ao resultado útil do processo), que decorre da urgência demandada pelo próprio estado crítico das finanças públicas. Aplicação da súmula 59 deste Tribunal da Justiça. DESPROVIMENTO DO RECURSO. 
TEORIA DA IMPREVISÃO OU ONEROSIDADE EXCESSIVA| APELAÇÃO. DIREITO ADMINISTRATIVO. PROCEDIMENTO LICITATÓRIO. CARTA- CONVITE. CONTRATO CELEBRADO PARA COMPRA DE EQUIPAMENTOS, CUJOS COMPONENTES SÃO ADQUIRIDOS NO EXTERIOR PELA EMPRESA CONTRATADA. REAJUSTE DA PROPOSTA EM MOMENTO DE ESTABILIDADE CAMBIAL. POSTERIOR VALORIZAÇÃO DO DÓLAR FRENTE AO REAL. ALEGAÇÃO DE DESEQUILÍBRIO ECONÔMICO-FINANCEIRO DO CONTRATO. NÃO CARACTERIZAÇÃO. FATO PREVISÍVEL. RISCO DO NEGÓCIO. A ÁLEA ECONÔMICA, QUE DÁ LUGAR À APLICAÇÃO DA TEORIA DA IMPREVISÃO, É TODO ACONTECIMENTO EXTERNO AO CONTRATO, ESTRANHO À VONTADE DAS PARTES, IMPREVISÍVEL E INEVITÁVEL, QUE CAUSA UM DESEQUILÍBRIO MUITO GRANDE, TORNANDO A EXECUÇÃO DO CONTRATO EXCESSIVAMENTE ONEROSA PARA O CONTRATADO. HIPÓTESE INOCORRENTE NO CASO EM TESTILHA. INDEMONSTRAÇÃO DE DESÍDIA DA PARTE RÉ NA TRAMITAÇÃO DO NEGÓCIO JURÍDICO. POSTERIOR EDIÇÃO DA RESOLUÇÃO Nº 70/2012 DO MINISTÉRIO DA INDÚSTRIA E COMÉRCIO EXTERIOR, QUE ALTEROU A ALIQUOTA DE IMPORTAÇÃO DE COMPOMENTES, QUE NÃO ACARRETOU O ROMPIMENTO DA EQUIDADE CONTRATUAL. RAZOABILIDADE DO TEMPO DECORRIDO ENTRE AS TRATATIVAS E AJUSTE FINAL DA AVENÇA, CONSIDERANDOS A COMPLEXIDADE E AS PARTICULARIDADES DO EQUIPAMENTO OBJETO DO CONTRATO. EXISTÊNCIA DE CLÁUSULA CONTRATUAL QUE PREVÊ, TEXTUALMENTE, A FLUÊNCIA DA MULTA DE DEZ CENTÉSIMOS PERCENTUAIS AO DIA, PELA MORA OU DESCUMPRIMENTO CONTRATUAL, O QUE SE CONFIGURA, NA ESPÉCIE, PELA RECUSA AUTORAL EM PROMOVER A ENTREGA DOS BENS, SOB A ALEGAÇÃO DE ROMPIMENTO EQUITATIVO DO CONTRATO, ROMPIMENTO ESTE QUE NUNCA EXISTIU. VERBA HONORÁRIA ISENTA DE REPAROS, POIS ADEQUADA AOS PARÂMETROS FIXADOS PELO §4º DO ARTIGO 20 DO CPC, À COMPLEXIDADE DA CAUSA, VEZ QUE ENVOLVE MATÉRIA DE PEQUENA COMPLEXIDADE, A EXIGIR DO ADVOGADO NÃO MAIS QUE O ZELO E O TRABALHO INERENTES AO EXERCÍCIO DA PROFISSÃO. NEGATIVA DE SEGUIMENTO DOS RECURSOS, NA FORMA DO CAPUT DO ARTIGO 557 DO CPC.  Decisão monocrática - Data de Julgamento: 23/03/2015 
TEORIA DA IMPREVISÃO OU ONEROSIDADE EXCESSIVA| Apelação cível. Ação revisional de contratos de empreitada, cujas prestações obrigacionais de fazer, assumidas pela apelada, consistiam em cercar, desmatar e limpar áreas destinadas à construção de usina hidroelétrica. Aplicação dos postulados da teoria da imprevisão. Inteligência dos artigos 317 e 479 do Código Civil e dos Enunciados 17 e 176 do CEJ. Extraordinária precipitação pluviométrica de 725mm, verificada no mês de novembro de 2009, a justificar a invocada onerosidade excessiva no cumprimento do pacto. Ociosidade dos trabalhadores e do maquinário alugado, que restou devidamente demonstrada. Readequação econômico-financeira que se impõe, em atendimento ao princípio da justiça contratual. Outros fatos descritos na inicial como embasadores do pedido que, contudo, não se enquadram no conceito de evento imprevisível e extraordinário. Honorários sucumbenciais, arbitrados em R$70.000,00 (setenta mil reais), que se mostram adequados à natureza e à importância da causa, bem como ao trabalho e ao grau de zelo demonstrados pelos causídicos. Apelo improvido, ficando esclarecidos, de ofício, os limites para a liquidação do julgado, omissão verificada na sentença de primeiro grau. 
DESAPROPRIAÇÃO INDIRETA| Apelação cível. Ação de indenização. Desapropriação indireta. Terreno declarado de utilidade pública para urbanização da Praia do Abrigo e da Tartaruga. Sentença de procedência. Valor indenizatório fixado com base no laudo pericial. Apuração feita pelo Modelo de Mandelblatt. Possibilidade. Impugnação que não merece prosperar. Indenização contemporânea à avaliação do imóvel, sendo irrelevante a data da imissão da posse. Inteligência do art. 26 do DL 3.365/1941. A aplicação de regra diversa ao instituto ora em exame significaria prestigiar a atuação ilegal do Estado. Precedentes do STJ. Honorários advocatícios. Adequação aos limites previstos no diploma expropriatório. Recurso a que se dá parcial provimento. Sentença, mantida, no mais, em reexame necessário. 
DESAPROPRIAÇÃO INDIRETA| AGRAVO DE INSTRUMENTO. AÇÃO DE DESAPROPRIAÇÃO INDIRETA. TUTELA DE URGÊNCIA. ALUGUEL SOCIAL. NÃO COMPROVAÇÃO DE PREENCHIMENTO DOS REQUISITOS. A controvérsia versa sobre possibilidade de deferimento de tutela antecipada para manutenção do aluguel social, em razão da desapropriação indireta realizada pelo Agravado, alegando a Agravante que residia há mais de cinco anos no terreno denominado Capitania de Todos os Santos, sendo obrigada a deixar a residência, em virtude de determinação de desocupação imediata para construção de residências populares. Para a concessão da tutela provisória de urgência é necessário que estejam presentes os seus requisitos autorizadores (art. 300 do CPC/2015), quais sejam elementos que evidenciem a probabilidade do direito, perigo de dano ou o risco ao resultado útil do processo e reversibilidade dos efeitos da decisão. Agravante não demonstra o preenchimento dos requisitos direito vindicado não restou devidamente comprovada, mostrando-se necessária a dilação probatória para pronunciamento acerca do aludido pedido. Fato ocorreu há mais de três anos, o que afasta a urgência. Decisão mantida. DESPROVIMENTO DO RECURSO. 
DESAPROPRIAÇÃO INDIRETA| APELAÇÃO CÍVEL. DIREITO ADMINISTRATIVO. EDIÇÃO DE LEI MUNICIPAL Nº 1.298/2008, POR MEIO DA QUAL FOI CRIADA ÁREA DE PRESERVAÇÃO AMBIENTAL PERMANENTE E PROIBIDAS NOVAS CONSTRUÇÕES (NON AEDIFICANDI) EM DETERMINADO SETOR DO MUNICÍPIO DE RIO DAS OSTRAS. AÇÃO DE DESAPROPRIAÇÃO INDIRETA, FUNDADA NA ALEGAÇÃO DE ESVAZIAMENTO DO CONTEÚDO ECONÔMICO DE BEM IMÓVEL SITUADO NA REGIÃO. DEMANDA AJUIZADA EM ABRIL DE 2013. PRESCRIÇÃO QUINQUENAL INOCORRENTE (DO ART. 10, PARÁGRAFO ÚNICO, DO DL 3.365/41), CONSIDERANDO QUE A HIPÓTESE É DE LIMITAÇÃO ADMINISTRATIVA E A LEI QUE INSTITUIU A RESTRIÇÃO É DATADA DE PRECEDENTES DESTA CORTE ESTADUAL. SENTENÇA DE 12/12/2008. PROCEDÊNCIA PEDIDO. MÉRITO. NÃO OBSTANTE AS CARACTERÍSTICAS DE GENERALIDADE E ABSTRAÇÃO INERENTES À LIMITAÇÃO ADMINISTRATIVA, A PROVA PERICIAL CORROBOROU A OCORRÊNCIA DE PREJUÍZO ESPECÍFICO E INDIVIDUALIZADO SOBRE O IMÓVEL DE PROPRIEDADE DA PARTE AUTORA, CAUSANDO-LHE DANO PELO ESVAZIAMENTO COMPLETO DO CONTEÚDO ECONÔMICO DO DIREITO DE PROPRIEDADE, QUE PRESCINDE DO APOSSAMENTO ADMINISTRATIVO. DEVER DE REPARAÇÃO. INTOCÁVEL O CAPÍTULO DA SENTENÇA QUE DETERMINA A SUSPENSÃO E RESTITUIÇÃO DO IPTU, DESDE O INÍCIO DE VIGÊNCIA DA LEI QUE INCLUIU O LOTE DA PARTE AUTORA NA ZONA ESPECIAL DE INTERESSE AMBIENTAL, UMA VEZ QUE OS PODERES DO DOMÍNIO FORAM PRATICAMENTE ANIQUILADOS DESDE AQUELE MOMENTO. JUROS DA MORA CORRETAMENTE APLICADOS. INEXISTENTE RAZÃO JURÍDICA PARA A IMPOSIÇÃO DE PERDA DA PROPRIEDADE A FAVOR DO MUNICÍPIO. INDENIZAÇÃO QUE NÃO SE FUNDA EM DESAPROPRIAÇÃO, MAS PELO ESVAZIAMENTO ECONÔMICO DE IMÓVEL CUJOS PODERES DO DOMÍNIO RESTARAM SUPRIMIDOS POR ATO DE LIMITAÇÃO ADMINISTRATIVA. HONORÁRIOS DE SUCUMBÊNCIA FIXADOS DE MODO PROPORCIONAL E NA FORMA DA LEI. RECURSO QUE SE CONHECE E SE NEGA PROVIMENTO. 
DESAPROPRIAÇÃO INDIRETA|" Direito Administrativo. Intervenção do Estado na propriedade privada. Desapropriação indireta. Indenização que deve ser justa, correspondente ao valor do imóvel desapropriado. Laudo técnico de avaliação com valor exagerado. Necessidade de se relevar a topografia do terreno e o fato de estar inserido em área de preservação ambiental. Correção da sentença. Recurso. Desacolhimento. A desapropriação é o procedimento de direito público pelo qual o Poder Público, no caso, o Estado do Rio de Janeiro, transfere para si a propriedade de terceiro, por razões de utilidade pública ou de interesse social, mediante, em regra, o pagamento de indenização, somente por exceção se admitindo a ausência do pagamento indenizatório. A desapropriação por interesse social, como a do caso ""sub judice"", é contemplada no art. 5º, XXIV, da Constituição da República. No caso, entendeu-se pelo não-acolhimento do valor total informado pelo ""expert"" e considerou-se a depreciação de 90% do valor encontrado pelo laudo pericial, nos INDIRETA. termos do que informado pelo réu às fls. 158 e 174, bem como pelo Parquet em sua manifestação final. O valor arbitrado pelo Juízo mostra-se razoável e proporcional às condições técnicas de localização do imóvel, como bem acentuado no laudo pericial e fundamentado na sentença. Nesse sentido, inclusive, o parecer ministerial. Precedentes citados: 0003039-72.2007.8.19.0028 - Apelação/ Remessa Necessária - Des(a). Nagib Slaibi Filho - Julgamento: 19/07/2017 - Sexta Câmara Cível; 0013315-07.2012.8.19.0023 - Apelação/Remessa Necessária - Des(a). Patrícia Ribeiro Serra Vieira - Julgamento: 04/10/2017 - Décima Câmara Cível; 0032460-47.2010.8.19.0014 - Apelação/Reexame Necessário - Des(a). Benedicto Ultra Abicair - Julgamento: 09/11/2016 - Sexta Câmara Cível. Desprovimento do recurso. "
DESAPROPRIAÇÃO INDIRETA|" APELAÇÃO CÍVEL. EXPROPRIAÇÃO INDENIZAÇÃO. FASE DE CUMPRIMENTO DE SENTENÇA. MEDIDA CAUTELAR ANTERIOR A DEMANDA INDENIZATÓRIA. PROCEDÊNCIA DO PEDIDO. FASE EXECUTÓRIA INICIADA. VISTA AO ADVOGADO DA PARTE AUTORA QUE PERDUROU POR MAIS DE 08 (OITO) ANOS. DETERMINAÇÃO DE REMESSA AO CONTADOR JUDICIAL PARA ATUALIZAÇÃO DO DÉBITO. DESÍDIDA DO EXEQUENTE PERTINENTE A SOLICITAÇÕES DO CONTADOR. PRESCRIÇÃO INTERCORRENTE. COMPROVADA EVIDENTE INÉRCIA DO EXEQUENTE. - Inaplicabilidade ao caso vertente à hipótese do Decreto nº. 26.910/32. Aplicabilidade da Súmula nº 119 do STJ. Desapropriação indireta. Prazo vintenário. - Entrada em vigor do Novo Código Civil. Incidência da regra de transição prevista no artigo 1028, caput. Prazo decenal. - A execução se dá no proveito e interesse do exequente, cabendo-lhe, por conseguinte, diligenciar, minimamente, de modo a promover o regular andamento do feito. - Determinação de remessa ao contador judicial, em setembro de 1993, após o retorno dos autos deste Egrégio Tribunal de Justiça - Lapso temporal de 08 (oito) anos, atribuído a vista ao advogado da parte autora período compreendido entre 1993 e 2001. - Cálculos apresentados em agosto de 2013. - Desídia do exequente em prestar as informações necessárias ao contador judicial acerca da medida cautelar antecipatória de provas. - Enfim, não há que se falar em morosidade do Poder Judiciário no caso dos autos, razão pela qual não se afigura pertinente a aplicação do enunciado nº 106 da Súmula do STJ (""Proposta a ação no prazo fixado para o seu exercício, a demora na citação, por motivos inerentes ao mecanismo da Justiça, não justifica o acolhimento da arguição de prescrição ou decadência""). - Inaplicabilidade da Súmula nº 106, do STJ. - Prescrição que se reconhece. RECURSO AO QUAL SE NEGA PROVIMENTO. "
DESAPROPRIAÇÃO INDIRETA| DIREITO ADMINISTRATIVO E PROCESSUAL CIVIL. DESAPROPRIAÇÃO INDIRETA. OCUPAÇÃO DE IMÓVEL PARTICULAR PARA INSTALAÇÃO DE ESCOLA MUNICIPAL. PROVA TÉCNICA. DIREITO À JUSTA INDENIZAÇÃO. Ação de desapropriação indireta proposta por proprietária de imóvel em face da edilidade, a buscar indenização material e moral. Sentença de parcial procedência. Apelo. 1. Agravo Retido. O juiz é o destinatário das provas, a ele cabendo indeferir aquelas que entender desnecessárias à instrução do feito. 2. O indeferimento da prova oral não causou prejuízo ao réu, visto que inexiste dúvida quanto ao exercício da posse pela edilidade, tanto que no local existe uma escola municipal. 3. Quando o Poder Público impossibilita o uso e gozo de um bem, retirando-lhe o conteúdo econômico, sem lhe conferir justa e prévia indenização, ocorre a desapropriação indireta do bem. 4. Considerando o desapossamento do imóvel, a proprietária faz jus à reparação do prejuízo. 5. Impugnação ao laudo do perito, bem como os critérios de apuração de valores utilizados pelo Louvado que foram rechaçados quando dos esclarecimentos prestados. 6. Correção monetária. Termo a quo. Entendimento sedimentado no Superior Tribunal de Justiça no sentido de ser a data do laudo de avaliação do bem expropriado, conforme estabelecido na sentença. 7. Juros moratórios. Termo inicial. Primeiro dia do exercício seguinte àquele em que o pagamento deva ser feito, nos termos do art. 100 da CRFB (Tese julgada sob o rito do art. 543-C do Código Buzaid em 24.2.10 - REsp 1.118.103-SP, Rel. Min. Teori Albino Zavascki), no percentual de 6% ao ano. 8. Honorários sucumbenciais. Observando-se os percentuais previstos no art. 27, §1.º e §3.º do Decreto Lei nº 3.365/41, bem como os critérios de fixação definidos pelo Código Buzaid (grau de zelo profissional, lugar de prestação do serviço, natureza e importância da causa, trabalho realizado pelo advogado e tempo exigido para o serviço), os honorários devem ser mantidos. 9. Desprovimento do agravo retido e da apelação. Manutenção da sentença em reexame necessário. 
